Date,Close,Volume,Open,High,Low
7/12/2024,$64.76 ,33551970,$65.28 ,$65.59 ,$64.37 
7/11/2024,$65.28 ,51119280,$67.25 ,$67.25 ,$64.74 
7/10/2024,$67.77 ,26519280,$68.50 ,$68.72 ,$67.32 
7/9/2024,$68.57 ,25994740,$69.00 ,$69.53 ,$68.47 
7/8/2024,$68.57 ,19307860,$68.70 ,$68.89 ,$68.15 
7/5/2024,$69.07 ,26590650,$68.25 ,$69.75 ,$67.72 
7/3/2024,$68.25 ,14035450,$67.75 ,$68.38 ,$67.55 
7/2/2024,$67.96 ,24114260,$67.35 ,$68.17 ,$67.01 
7/1/2024,$67.36 ,22128260,$67.49 ,$67.50 ,$66.38 
6/28/2024,$67.49 ,34123910,$67.90 ,$68.70 ,$67.31 
6/27/2024,$68.43 ,24048490,$67.94 ,$68.86 ,$67.81 
6/26/2024,$67.77 ,35458150,$67.24 ,$68.30 ,$67.00 
6/25/2024,$67.24 ,22787680,$67.34 ,$67.37 ,$66.23 
6/24/2024,$66.90 ,39163350,$68.50 ,$68.55 ,$66.45 
6/21/2024,$68.61 ,45570860,$68.33 ,$68.69 ,$67.81 
6/20/2024,$67.90 ,25850890,$68.18 ,$68.99 ,$67.37 
6/18/2024,$68.57 ,29437750,$67.56 ,$68.71 ,$67.46 
6/17/2024,$67.58 ,36311840,$66.91 ,$68.27 ,$66.51 
6/14/2024,$66.94 ,44471160,$65.51 ,$67.56 ,$65.26 
6/13/2024,$65.33 ,18635870,$64.40 ,$65.53 ,$64.24 
6/12/2024,$65.01 ,20943810,$65.22 ,$65.58 ,$64.31 
6/11/2024,$64.86 ,21674170,$64.07 ,$65.02 ,$64.05 
6/10/2024,$64.45 ,20667590,$64.10 ,$64.48 ,$63.56 
6/7/2024,$64.15 ,18766310,$64.94 ,$65.04 ,$64.02 
6/6/2024,$64.85 ,24666640,$64.49 ,$65.80 ,$64.42 
6/5/2024,$65.03 ,26826140,$63.40 ,$65.13 ,$62.83 
6/4/2024,$63.16 ,30081510,$63.38 ,$63.52 ,$62.64 
6/3/2024,$63.38 ,23235060,$64.52 ,$64.68 ,$62.73 
5/31/2024,$64.16 ,40710230,$64.40 ,$64.86 ,$62.83 
5/30/2024,$64.77 ,23933540,$65.35 ,$65.65 ,$64.47 
5/29/2024,$65.46 ,36959350,$64.41 ,$66.43 ,$64.39 
5/28/2024,$64.90 ,26094510,$64.71 ,$64.98 ,$64.30 
5/24/2024,$64.68 ,26152600,$63.94 ,$65.20 ,$63.76 
5/23/2024,$63.57 ,23139390,$64.23 ,$64.27 ,$63.00 
5/22/2024,$64.05 ,21761740,$64.71 ,$64.93 ,$63.81 
5/21/2024,$65.06 ,29201550,$63.68 ,$65.09 ,$63.42 
5/20/2024,$64.08 ,38578530,$62.04 ,$64.44 ,$61.95 
5/17/2024,$62.11 ,37827080,$61.70 ,$62.58 ,$61.47 
5/16/2024,$61.05 ,30563500,$61.58 ,$61.83 ,$60.91 
5/15/2024,$61.35 ,56706070,$61.86 ,$62.41 ,$60.91 
5/14/2024,$61.37 ,27923580,$61.52 ,$62.15 ,$60.84 
5/13/2024,$61.66 ,20861970,$61.43 ,$61.82 ,$60.68 
5/10/2024,$61.09 ,26535860,$61.90 ,$62.40 ,$60.51 
5/9/2024,$61.21 ,20653750,$61.44 ,$61.57 ,$60.58 
5/8/2024,$60.95 ,30939040,$60.16 ,$61.82 ,$60.16 
5/7/2024,$60.60 ,36140920,$59.63 ,$60.61 ,$59.13 
5/6/2024,$59.70 ,36863370,$58.18 ,$59.73 ,$58.03 
5/3/2024,$57.93 ,33075240,$56.60 ,$58.03 ,$56.52 
5/2/2024,$56.52 ,30682280,$55.60 ,$56.55 ,$55.56 
5/1/2024,$55.17 ,34732330,$54.78 ,$56.04 ,$54.43 
4/30/2024,$55.06 ,33614920,$56.00 ,$56.00 ,$54.94 
4/29/2024,$55.95 ,25088820,$55.92 ,$55.96 ,$55.42 
4/26/2024,$56.12 ,43325930,$55.82 ,$56.29 ,$55.32 
4/25/2024,$56.48 ,38071010,$54.95 ,$56.65 ,$54.57 
4/24/2024,$55.51 ,53553120,$57.43 ,$57.69 ,$55.13 
4/23/2024,$57.78 ,49755200,$55.65 ,$57.92 ,$55.53 
4/22/2024,$55.46 ,85976510,$55.07 ,$55.86 ,$54.20 
4/19/2024,$55.50 ,164497000,$56.79 ,$57.90 ,$55.22 
4/18/2024,$61.06 ,84684070,$61.21 ,$62.13 ,$60.54 
4/17/2024,$61.37 ,33122220,$62.10 ,$62.10 ,$60.77 
4/16/2024,$61.75 ,35191220,$60.75 ,$62.25 ,$60.75 
4/15/2024,$60.72 ,30853940,$63.02 ,$63.02 ,$60.39 
4/12/2024,$62.28 ,29592690,$62.82 ,$63.31 ,$61.89 
4/11/2024,$62.88 ,26626620,$62.44 ,$63.17 ,$61.72 
4/10/2024,$61.86 ,28062480,$61.10 ,$62.01 ,$60.93 
4/9/2024,$61.82 ,21466350,$63.20 ,$63.20 ,$61.56 
4/8/2024,$62.84 ,21457310,$63.64 ,$63.90 ,$62.81 
4/5/2024,$63.62 ,33788420,$62.49 ,$63.79 ,$62.27 
4/4/2024,$61.71 ,30643490,$63.32 ,$63.80 ,$61.66 
4/3/2024,$63.01 ,29312310,$61.27 ,$63.04 ,$61.15 
4/2/2024,$61.42 ,20292170,$61.10 ,$61.50 ,$60.55 
4/1/2024,$61.43 ,21159250,$60.80 ,$61.51 ,$60.56 
3/28/2024,$60.73 ,37088030,$61.50 ,$61.50 ,$60.16 
3/27/2024,$61.35 ,26282670,$62.90 ,$63.14 ,$61.07 
3/26/2024,$62.92 ,28044530,$62.52 ,$63.44 ,$61.92 
3/25/2024,$62.75 ,18032640,$62.79 ,$63.05 ,$62.32 
3/22/2024,$62.80 ,21356880,$62.42 ,$62.91 ,$62.10 
3/21/2024,$62.27 ,25076710,$63.07 ,$63.44 ,$62.23 
3/20/2024,$62.77 ,26395090,$62.00 ,$62.95 ,$61.83 
3/19/2024,$62.07 ,21426130,$61.56 ,$62.13 ,$60.80 
3/18/2024,$61.84 ,33442440,$61.36 ,$62.74 ,$61.04 
3/15/2024,$60.59 ,66716290,$62.29 ,$62.29 ,$60.38 
3/14/2024,$61.30 ,31204520,$61.50 ,$62.08 ,$60.74 
3/13/2024,$60.95 ,21920940,$61.34 ,$61.49 ,$60.72 
3/12/2024,$61.11 ,28216310,$60.02 ,$61.53 ,$59.63 
3/11/2024,$60.09 ,25009400,$60.81 ,$61.10 ,$60.04 
3/8/2024,$60.48 ,27772430,$60.83 ,$61.61 ,$60.08 
3/7/2024,$60.85 ,27428050,$59.93 ,$61.05 ,$59.59 
3/6/2024,$59.77 ,24695920,$60.30 ,$60.79 ,$59.36 
3/5/2024,$59.85 ,38495630,$61.01 ,$61.09 ,$59.20 
3/4/2024,$61.58 ,30203060,$62.16 ,$62.44 ,$61.51 
3/1/2024,$61.93 ,42703050,$59.98 ,$62.03 ,$59.95 
2/29/2024,$60.29 ,35720820,$60.43 ,$60.45 ,$59.52 
2/28/2024,$59.65 ,26052420,$59.58 ,$59.82 ,$59.00 
2/27/2024,$60.17 ,44893550,$59.50 ,$60.54 ,$59.23 
2/26/2024,$58.77 ,23937120,$58.36 ,$59.08 ,$58.33 
2/23/2024,$58.36 ,25688520,$58.64 ,$59.24 ,$57.98 
2/22/2024,$58.85 ,35265970,$58.28 ,$59.09 ,$57.89 
2/21/2024,$57.34 ,22811430,$57.35 ,$57.58 ,$56.73 
2/20/2024,$57.51 ,31242360,$58.02 ,$58.60 ,$56.97 
2/16/2024,$58.40 ,43256890,$59.70 ,$59.70 ,$57.75 
2/15/2024,$59.35 ,52209380,$58.19 ,$59.38 ,$58.03 
2/14/2024,$57.93 ,56342260,$56.73 ,$58.12 ,$56.43 
2/13/2024,$55.45 ,35114530,$55.08 ,$55.92 ,$54.90 
2/12/2024,$55.79 ,36084870,$56.04 ,$56.84 ,$55.70 
2/9/2024,$56.13 ,30556980,$56.50 ,$56.60 ,$55.81 
2/8/2024,$55.85 ,31754680,$56.06 ,$56.37 ,$55.57 
2/7/2024,$55.93 ,43735910,$55.82 ,$56.78 ,$55.50 
2/6/2024,$55.59 ,28403000,$56.41 ,$56.63 ,$55.44 
2/5/2024,$56.21 ,41430990,$56.25 ,$57.58 ,$55.72 
2/2/2024,$56.46 ,40328430,$56.45 ,$56.78 ,$56.24 
2/1/2024,$56.75 ,31740020,$56.70 ,$57.27 ,$56.38 
1/31/2024,$56.41 ,48575990,$56.29 ,$57.22 ,$56.20 
1/30/2024,$56.29 ,61817980,$56.73 ,$57.09 ,$56.08 
1/29/2024,$57.58 ,69053900,$57.14 ,$57.86 ,$56.27 
1/26/2024,$57.04 ,127705700,$56.18 ,$57.96 ,$55.84 
1/25/2024,$56.20 ,94519150,$55.20 ,$56.35 ,$54.85 
1/24/2024,$54.49 ,264328000,$53.78 ,$56.25 ,$53.71 
1/23/2024,$49.22 ,155060200,$49.20 ,$49.90 ,$48.14 
1/22/2024,$48.57 ,52123090,$48.76 ,$48.98 ,$47.99 
1/19/2024,$48.30 ,56723510,$48.50 ,$48.57 ,$47.61 
1/18/2024,$48.53 ,40543990,$48.00 ,$48.58 ,$47.80 
1/17/2024,$48.03 ,48945930,$48.45 ,$48.62 ,$47.53 
1/16/2024,$48.12 ,46789740,$49.00 ,$49.42 ,$47.80 
1/12/2024,$49.22 ,50037180,$50.05 ,$50.08 ,$49.06 
1/11/2024,$49.22 ,79932650,$49.25 ,$50.34 ,$48.38 
1/10/2024,$47.83 ,43424480,$48.16 ,$48.70 ,$47.30 
1/9/2024,$48.21 ,35267570,$47.55 ,$48.51 ,$47.38 
1/8/2024,$48.50 ,36757750,$47.39 ,$48.52 ,$47.37 
1/5/2024,$47.41 ,26312500,$47.65 ,$47.95 ,$47.18 
1/4/2024,$47.47 ,36365130,$47.30 ,$48.07 ,$46.65 
1/3/2024,$47.03 ,34436940,$46.73 ,$47.51 ,$46.58 
1/2/2024,$46.85 ,50494230,$48.32 ,$48.47 ,$46.19 
12/29/2023,$48.69 ,27405550,$49.04 ,$49.22 ,$48.19 
12/28/2023,$49.05 ,17104920,$49.20 ,$49.29 ,$48.91 
12/27/2023,$49.18 ,25613300,$49.12 ,$49.40 ,$48.93 
12/26/2023,$49.12 ,20345170,$48.94 ,$49.15 ,$48.64 
12/22/2023,$48.68 ,27026720,$49.40 ,$49.60 ,$48.55 
12/21/2023,$49.16 ,27562250,$49.27 ,$49.44 ,$48.68 
12/20/2023,$48.93 ,45636900,$49.20 ,$50.09 ,$48.84 
12/19/2023,$49.50 ,38490140,$48.84 ,$49.61 ,$48.41 
12/18/2023,$48.61 ,64106600,$47.63 ,$49.20 ,$47.51 
12/15/2023,$47.21 ,78409920,$46.73 ,$47.30 ,$46.73 
12/14/2023,$46.98 ,51764370,$48.04 ,$48.08 ,$46.48 
12/13/2023,$48.00 ,58201920,$46.20 ,$48.13 ,$46.20 
12/12/2023,$46.30 ,33026600,$46.52 ,$46.56 ,$45.92 
12/11/2023,$45.99 ,49296620,$45.94 ,$47.07 ,$45.72 
12/8/2023,$45.38 ,34583840,$45.08 ,$45.55 ,$45.08 
12/7/2023,$45.20 ,35067220,$45.09 ,$45.29 ,$44.83 
12/6/2023,$44.67 ,41787550,$46.00 ,$46.05 ,$44.57 
12/5/2023,$45.52 ,33806740,$45.07 ,$45.64 ,$44.96 
12/4/2023,$45.39 ,51577130,$46.10 ,$46.12 ,$45.12 
12/1/2023,$46.57 ,43414710,$47.32 ,$47.52 ,$46.46 
11/30/2023,$47.40 ,42873490,$47.53 ,$47.86 ,$47.04 
11/29/2023,$47.72 ,28555400,$47.90 ,$48.10 ,$47.45 
11/28/2023,$47.90 ,28901640,$47.81 ,$48.05 ,$47.60 
11/27/2023,$47.92 ,36259240,$47.90 ,$48.20 ,$47.54 
11/24/2023,$47.96 ,14047320,$47.71 ,$48.04 ,$47.52 
11/22/2023,$47.80 ,28438910,$47.68 ,$48.27 ,$47.66 
11/21/2023,$47.50 ,29977230,$47.26 ,$47.70 ,$47.12 
11/20/2023,$47.45 ,36210950,$46.54 ,$47.68 ,$46.54 
11/17/2023,$46.59 ,28002140,$46.70 ,$46.77 ,$46.28 
11/16/2023,$46.70 ,36559740,$46.30 ,$46.73 ,$45.97 
11/15/2023,$46.19 ,50352830,$45.28 ,$46.28 ,$45.25 
11/14/2023,$44.87 ,40608840,$44.88 ,$45.41 ,$44.56 
11/13/2023,$44.46 ,28961430,$44.73 ,$44.84 ,$44.26 
11/10/2023,$44.72 ,44432840,$43.75 ,$44.75 ,$43.55 
11/9/2023,$43.52 ,27355070,$43.80 ,$44.04 ,$43.44 
11/8/2023,$43.67 ,23568450,$43.50 ,$43.81 ,$43.37 
11/7/2023,$43.46 ,32910640,$43.62 ,$43.76 ,$43.10 
11/6/2023,$43.47 ,30032350,$43.44 ,$43.50 ,$42.96 
11/3/2023,$43.24 ,36670510,$42.88 ,$43.48 ,$42.55 
11/2/2023,$42.47 ,44759840,$42.12 ,$42.67 ,$41.71 
11/1/2023,$42.02 ,48061080,$41.48 ,$42.06 ,$41.42 
10/31/2023,$41.17 ,38776230,$40.92 ,$41.25 ,$40.46 
10/30/2023,$41.01 ,53171470,$40.24 ,$41.28 ,$39.94 
10/27/2023,$39.79 ,49976120,$40.64 ,$41.02 ,$39.56 
10/26/2023,$40.35 ,68497020,$41.14 ,$41.73 ,$40.15 
10/25/2023,$41.13 ,62995870,$41.60 ,$41.88 ,$41.01 
10/24/2023,$41.37 ,64592470,$40.97 ,$41.67 ,$40.84 
10/23/2023,$40.68 ,73900320,$40.33 ,$40.75 ,$39.85 
10/20/2023,$40.10 ,127829200,$40.56 ,$41.06 ,$39.80 
10/19/2023,$40.18 ,280744200,$40.47 ,$40.90 ,$39.23 
10/18/2023,$34.62 ,114296400,$35.10 ,$35.48 ,$34.47 
10/17/2023,$35.57 ,59084120,$36.11 ,$36.27 ,$35.39 
10/16/2023,$36.08 ,51289470,$35.62 ,$36.31 ,$35.48 
10/13/2023,$35.57 ,63163200,$35.56 ,$35.89 ,$35.21 
10/12/2023,$36.12 ,73760860,$36.65 ,$36.88 ,$35.91 
10/11/2023,$36.59 ,91513950,$37.28 ,$37.78 ,$36.53 
10/10/2023,$37.33 ,72889390,$38.56 ,$38.87 ,$37.23 
10/9/2023,$38.60 ,32998020,$37.81 ,$38.72 ,$37.78 
10/6/2023,$38.15 ,47781180,$36.84 ,$38.25 ,$36.78 
10/5/2023,$37.26 ,50347730,$37.80 ,$37.86 ,$36.72 
10/4/2023,$37.69 ,43036580,$37.65 ,$38.02 ,$37.36 
10/3/2023,$37.68 ,88781340,$37.71 ,$39.49 ,$37.28 
10/2/2023,$38.03 ,31021010,$37.75 ,$38.48 ,$37.68 
9/29/2023,$37.76 ,42052980,$38.00 ,$38.26 ,$37.54 
9/28/2023,$37.64 ,43699060,$37.56 ,$37.90 ,$37.11 
9/27/2023,$37.76 ,38435210,$38.24 ,$38.42 ,$37.63 
9/26/2023,$37.93 ,40893920,$38.29 ,$38.46 ,$37.74 
9/25/2023,$38.48 ,37572780,$38.29 ,$38.66 ,$38.08 
9/22/2023,$37.98 ,36997960,$38.50 ,$38.69 ,$37.84 
9/21/2023,$38.42 ,55563880,$38.65 ,$39.59 ,$38.34 
9/20/2023,$38.63 ,38666190,$39.71 ,$39.80 ,$38.61 
9/19/2023,$39.62 ,40800540,$39.28 ,$39.82 ,$39.02 
9/18/2023,$39.44 ,47047060,$39.55 ,$39.95 ,$39.26 
9/15/2023,$39.69 ,91167450,$40.10 ,$40.47 ,$39.50 
9/14/2023,$40.05 ,107090400,$41.04 ,$41.14 ,$40.00 
9/13/2023,$41.22 ,118430300,$43.55 ,$43.84 ,$41.07 
9/12/2023,$43.47 ,31240240,$44.29 ,$44.54 ,$43.41 
9/11/2023,$44.54 ,29137670,$44.31 ,$44.99 ,$44.28 
9/8/2023,$44.28 ,27043530,$44.36 ,$44.68 ,$43.89 
9/7/2023,$44.31 ,29226760,$44.12 ,$44.46 ,$43.67 
9/6/2023,$44.58 ,38622740,$44.86 ,$45.14 ,$44.05 
9/5/2023,$44.87 ,61558650,$43.84 ,$45.35 ,$43.80 
9/1/2023,$43.99 ,47933790,$43.77 ,$44.55 ,$43.59 
8/31/2023,$43.37 ,38029540,$43.12 ,$43.72 ,$43.12 
8/30/2023,$43.47 ,36253800,$43.09 ,$43.82 ,$42.84 
8/29/2023,$43.00 ,44867030,$41.60 ,$43.22 ,$41.45 
8/28/2023,$41.81 ,29286130,$41.80 ,$41.98 ,$41.33 
8/25/2023,$41.60 ,53909330,$41.20 ,$41.93 ,$40.76 
8/24/2023,$40.69 ,56877990,$42.54 ,$42.76 ,$40.62 
8/23/2023,$42.76 ,81747320,$41.84 ,$43.70 ,$41.77 
8/22/2023,$41.32 ,36032730,$40.90 ,$41.57 ,$40.74 
8/21/2023,$40.83 ,38615790,$40.22 ,$40.96 ,$39.95 
8/18/2023,$40.45 ,43121960,$39.93 ,$40.65 ,$39.82 
8/17/2023,$40.30 ,60314690,$41.50 ,$41.52 ,$40.16 
8/16/2023,$41.55 ,39670210,$42.37 ,$42.45 ,$41.53 
8/15/2023,$42.37 ,33679980,$42.44 ,$42.91 ,$42.10 
8/14/2023,$42.78 ,39659630,$42.20 ,$42.88 ,$41.88 
8/11/2023,$42.17 ,39279140,$42.90 ,$43.06 ,$42.13 
8/10/2023,$43.00 ,54676070,$43.11 ,$43.81 ,$42.87 
8/9/2023,$42.89 ,38466390,$43.97 ,$44.06 ,$42.76 
8/8/2023,$43.83 ,37671950,$44.04 ,$44.36 ,$43.51 
8/7/2023,$44.08 ,47813030,$43.65 ,$44.11 ,$42.89 
8/4/2023,$43.16 ,54418110,$43.31 ,$43.65 ,$42.63 
8/3/2023,$43.10 ,62593090,$42.78 ,$44.19 ,$42.72 
8/2/2023,$42.97 ,49217810,$43.52 ,$43.56 ,$42.66 
8/1/2023,$43.86 ,57255440,$43.74 ,$44.53 ,$43.14 
7/31/2023,$43.90 ,65876190,$42.65 ,$43.91 ,$42.63 
7/28/2023,$42.58 ,64280730,$41.56 ,$42.75 ,$41.38 
7/27/2023,$41.32 ,65944660,$42.69 ,$42.75 ,$41.19 
7/26/2023,$42.27 ,60092420,$42.42 ,$42.53 ,$41.56 
7/25/2023,$42.77 ,48598430,$42.72 ,$43.09 ,$42.61 
7/24/2023,$42.84 ,82824340,$42.50 ,$42.86 ,$41.92 
7/21/2023,$42.75 ,173400300,$43.74 ,$43.82 ,$42.32 
7/20/2023,$43.74 ,239897100,$44.70 ,$44.85 ,$43.20 
7/19/2023,$47.76 ,209964800,$47.69 ,$48.50 ,$47.00 
7/18/2023,$47.48 ,131968800,$45.10 ,$47.82 ,$44.88 
7/17/2023,$45.01 ,69011410,$44.56 ,$45.67 ,$44.51 
7/14/2023,$44.19 ,71958600,$45.28 ,$45.65 ,$43.97 
7/13/2023,$45.04 ,61574750,$44.70 ,$45.17 ,$44.12 
7/12/2023,$44.41 ,57316570,$44.46 ,$44.54 ,$43.77 
7/11/2023,$44.02 ,45745590,$43.87 ,$44.08 ,$43.10 
7/10/2023,$44.17 ,42517370,$43.85 ,$44.44 ,$43.68 
7/7/2023,$43.81 ,41651440,$43.86 ,$44.23 ,$43.58 
7/6/2023,$43.88 ,49448920,$44.00 ,$44.28 ,$43.07 
7/5/2023,$44.59 ,68754140,$44.49 ,$45.10 ,$43.96 
7/3/2023,$44.14 ,37284610,$43.98 ,$44.15 ,$43.16 
6/30/2023,$44.05 ,73463940,$43.11 ,$44.41 ,$43.11 
6/29/2023,$42.82 ,49323100,$43.43 ,$43.79 ,$42.62 
6/28/2023,$42.98 ,88113420,$42.31 ,$43.73 ,$42.29 
6/27/2023,$41.71 ,48180660,$41.74 ,$42.09 ,$41.15 
6/26/2023,$41.59 ,46400220,$42.24 ,$43.10 ,$41.49 
6/23/2023,$42.40 ,82986000,$41.86 ,$42.58 ,$41.77 
6/22/2023,$42.25 ,48722460,$42.29 ,$42.47 ,$41.87 
6/21/2023,$42.45 ,51464410,$43.27 ,$43.46 ,$42.25 
6/20/2023,$43.47 ,47623130,$43.02 ,$44.00 ,$43.00 
6/16/2023,$43.20 ,87537400,$44.62 ,$44.75 ,$43.09 
6/15/2023,$44.53 ,70999150,$44.41 ,$44.87 ,$43.95 
6/14/2023,$44.09 ,84130890,$43.50 ,$44.73 ,$43.35 
6/13/2023,$43.57 ,78205350,$43.00 ,$43.73 ,$42.84 
6/12/2023,$42.40 ,59677120,$41.88 ,$42.47 ,$41.66 
6/9/2023,$42.00 ,123728300,$42.45 ,$42.59 ,$41.48 
6/8/2023,$40.94 ,59910870,$39.98 ,$40.95 ,$39.63 
6/7/2023,$39.98 ,119323900,$41.04 ,$41.90 ,$39.92 
6/6/2023,$39.93 ,49915320,$40.50 ,$40.51 ,$39.69 
6/5/2023,$40.35 ,72474130,$40.05 ,$41.39 ,$40.02 
6/2/2023,$40.05 ,59023810,$40.29 ,$40.66 ,$39.59 
6/1/2023,$40.31 ,71601450,$39.74 ,$40.75 ,$39.31 
5/31/2023,$39.52 ,69880470,$39.19 ,$39.63 ,$38.89 
5/30/2023,$39.30 ,108649900,$39.75 ,$40.51 ,$38.58 
5/26/2023,$37.89 ,93604360,$36.11 ,$38.38 ,$35.60 
5/25/2023,$35.90 ,62631050,$35.96 ,$36.75 ,$35.74 
5/24/2023,$36.49 ,79733160,$35.69 ,$36.72 ,$35.66 
5/23/2023,$35.60 ,68660780,$36.02 ,$36.42 ,$35.43 
5/22/2023,$36.30 ,54064200,$36.54 ,$37.20 ,$36.25 
5/19/2023,$36.54 ,78597030,$36.99 ,$37.00 ,$36.38 
5/18/2023,$37.13 ,209252400,$34.73 ,$37.59 ,$34.64 
5/17/2023,$34.00 ,39588070,$33.18 ,$34.14 ,$32.96 
5/16/2023,$33.38 ,33348630,$33.40 ,$33.52 ,$33.19 
5/15/2023,$33.59 ,36529700,$34.06 ,$34.19 ,$33.55 
5/12/2023,$33.99 ,60823600,$34.48 ,$34.82 ,$33.74 
5/11/2023,$34.48 ,80335310,$33.50 ,$34.55 ,$33.18 
5/10/2023,$33.54 ,42898970,$33.52 ,$33.71 ,$32.95 
5/9/2023,$33.21 ,55448520,$33.07 ,$33.63 ,$32.97 
5/8/2023,$33.12 ,54885930,$32.30 ,$33.26 ,$32.20 
5/5/2023,$32.28 ,39906370,$32.36 ,$32.42 ,$31.94 
5/4/2023,$32.08 ,38796570,$31.90 ,$32.36 ,$31.80 
5/3/2023,$31.93 ,50640570,$31.76 ,$32.46 ,$31.59 
5/2/2023,$31.76 ,43186120,$32.50 ,$32.61 ,$31.56 
5/1/2023,$32.41 ,53414840,$32.94 ,$33.12 ,$31.81 
4/28/2023,$32.99 ,42283740,$32.52 ,$33.08 ,$32.40 
4/27/2023,$32.59 ,56187680,$32.43 ,$32.75 ,$31.74 
4/26/2023,$32.12 ,46232380,$32.14 ,$32.59 ,$32.05 
4/25/2023,$32.26 ,54266420,$32.85 ,$32.87 ,$32.11 
4/24/2023,$32.90 ,55866270,$33.02 ,$33.47 ,$32.68 
4/21/2023,$32.80 ,63480000,$32.30 ,$32.83 ,$31.95 
4/20/2023,$32.54 ,99478000,$32.04 ,$33.14 ,$31.83 
4/19/2023,$32.31 ,221282700,$32.42 ,$32.58 ,$31.61 
4/18/2023,$33.37 ,179445000,$33.50 ,$33.72 ,$33.05 
4/17/2023,$33.27 ,61360470,$33.80 ,$33.84 ,$32.75 
4/14/2023,$33.86 ,53505080,$34.29 ,$34.49 ,$33.64 
4/13/2023,$34.62 ,74064370,$34.00 ,$34.64 ,$33.88 
4/12/2023,$33.10 ,39654400,$34.08 ,$34.28 ,$33.00 
4/11/2023,$33.82 ,40447780,$34.35 ,$34.71 ,$33.76 
4/10/2023,$33.90 ,26578980,$33.53 ,$33.99 ,$33.34 
4/6/2023,$33.93 ,46605420,$33.93 ,$34.05 ,$33.26 
4/5/2023,$34.24 ,42055450,$34.53 ,$34.54 ,$33.63 
4/4/2023,$34.68 ,32980720,$34.85 ,$34.98 ,$34.40 
4/3/2023,$34.83 ,44136500,$34.18 ,$34.86 ,$34.04 
3/31/2023,$34.55 ,56101610,$34.01 ,$34.58 ,$33.72 
3/30/2023,$33.84 ,71314680,$34.03 ,$34.33 ,$33.53 
3/29/2023,$33.20 ,62873360,$32.63 ,$33.29 ,$32.57 
3/28/2023,$32.35 ,64893880,$32.61 ,$33.33 ,$32.13 
3/27/2023,$32.77 ,86257630,$32.76 ,$33.64 ,$32.44 
3/24/2023,$32.84 ,130040900,$32.06 ,$33.18 ,$32.06 
3/23/2023,$32.04 ,156533500,$30.47 ,$32.28 ,$30.41 
3/22/2023,$29.39 ,58080350,$30.63 ,$30.65 ,$29.35 
3/21/2023,$30.58 ,48862790,$30.63 ,$30.79 ,$30.04 
3/20/2023,$30.51 ,51134300,$29.98 ,$30.75 ,$29.60 
3/17/2023,$30.35 ,69187770,$31.01 ,$31.08 ,$30.00 
3/16/2023,$31.01 ,79123710,$30.48 ,$31.66 ,$30.17 
3/15/2023,$30.38 ,92153400,$29.25 ,$30.63 ,$29.23 
3/14/2023,$29.49 ,59566920,$29.60 ,$29.75 ,$29.03 
3/13/2023,$29.35 ,62923850,$28.73 ,$29.92 ,$28.53 
3/10/2023,$29.28 ,57593150,$29.79 ,$29.88 ,$28.90 
3/9/2023,$29.78 ,74433500,$31.21 ,$31.25 ,$29.49 
3/8/2023,$31.18 ,34794740,$30.93 ,$31.18 ,$30.58 
3/7/2023,$30.85 ,45530820,$31.27 ,$31.43 ,$30.66 
3/6/2023,$31.20 ,56607430,$31.70 ,$32.33 ,$31.18 
3/3/2023,$31.52 ,59533190,$31.55 ,$31.75 ,$31.08 
3/2/2023,$31.19 ,49210530,$31.10 ,$31.56 ,$31.04 
3/1/2023,$31.35 ,49113110,$32.16 ,$32.66 ,$31.24 
2/28/2023,$32.21 ,36760750,$32.37 ,$32.76 ,$32.12 
2/27/2023,$32.30 ,61425800,$32.39 ,$33.00 ,$32.21 
2/24/2023,$31.72 ,68306920,$31.93 ,$32.15 ,$31.45 
2/23/2023,$32.37 ,132386700,$33.12 ,$33.13 ,$31.43 
2/22/2023,$33.49 ,45462490,$33.75 ,$34.19 ,$33.28 
2/21/2023,$33.75 ,57102920,$34.29 ,$34.41 ,$33.64 
2/17/2023,$34.80 ,52947270,$34.79 ,$34.90 ,$34.24 
2/16/2023,$35.07 ,52157260,$35.50 ,$36.15 ,$35.03 
2/15/2023,$36.14 ,39699450,$35.66 ,$36.29 ,$35.42 
2/14/2023,$36.00 ,46247580,$35.76 ,$36.38 ,$35.34 
2/13/2023,$35.86 ,71344450,$34.95 ,$35.97 ,$34.43 
2/10/2023,$34.74 ,72910960,$35.92 ,$36.21 ,$34.71 
2/9/2023,$36.25 ,69011000,$37.24 ,$37.38 ,$36.17 
2/8/2023,$36.68 ,62531790,$36.00 ,$36.82 ,$35.83 
2/7/2023,$36.30 ,62893680,$35.85 ,$36.42 ,$35.42 
2/6/2023,$36.15 ,49949420,$36.36 ,$36.85 ,$36.07 
2/3/2023,$36.59 ,94020340,$35.91 ,$37.94 ,$35.90 
2/2/2023,$36.69 ,78569520,$36.52 ,$36.83 ,$35.84 
2/1/2023,$36.20 ,80051700,$35.39 ,$36.54 ,$34.99 
1/31/2023,$35.39 ,56607380,$35.00 ,$35.60 ,$34.87 
1/30/2023,$35.31 ,51275930,$35.84 ,$36.10 ,$35.29 
1/27/2023,$36.08 ,67035480,$36.32 ,$36.59 ,$36.06 
1/26/2023,$36.49 ,82568440,$36.88 ,$36.90 ,$36.17 
